Time (sec),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Ratio (AFR),Boost (kPa),Calculated Load (g/rev),Comm Fuel Final (AFR),Dyn Adv Mult (DAM),Feedback Knock (°),Fine Knock Learn (°),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (C),MAF (g/s),MAF Volts (V),RPM (RPM),TD Boost Error (kPa),Throttle Pos (%),Wastegate Duty (%),"AP Info:[AP3-SUB-002 v1.7.5.0-25494][2005 USDM Impreza WRX STI][Reflash: Stage0 v400.ptm - Realtime: Stage0 v400.ptm]"
613.386,7.81,14.84,14.59,-43.16,0.49,17.43,0.375,0.00,0.05,45.50,10.04,31,26.68,2.32,2769,13.72,18.4,18.04,0
613.494,8.59,14.84,14.70,-33.65,0.57,15.32,0.375,0.00,0.05,44.50,11.26,31,30.25,2.36,2779,25.10,19.6,18.04,0
613.596,9.38,14.84,14.70,-30.61,0.63,16.36,0.375,0.00,0.05,44.00,11.30,31,30.77,2.38,2789,21.58,19.6,18.04,0
613.700,7.81,14.84,14.36,-30.20,0.65,16.12,0.375,0.00,0.05,44.00,11.44,31,30.65,2.36,2823,20.27,19.2,18.04,0
613.803,6.25,14.84,14.13,-29.72,0.65,16.05,0.375,0.00,0.05,44.00,11.48,31,30.42,2.36,2832,18.68,19.2,18.04,0
613.909,4.69,14.84,14.13,-29.92,0.65,16.03,0.375,0.00,0.05,44.00,11.51,31,30.65,2.38,2841,18.89,19.2,18.04,0
614.010,4.69,14.84,14.36,-29.37,0.65,16.02,0.375,0.00,0.05,44.00,11.59,31,30.99,2.38,2859,18.75,18.8,18.04,0
614.120,2.34,14.84,14.13,-31.58,0.65,16.02,0.375,0.00,0.05,44.50,11.59,31,29.95,2.36,2859,13.79,18.0,18.04,0
614.225,1.56,14.84,14.13,-32.13,0.63,16.05,0.375,0.00,0.05,44.50,11.05,31,29.50,2.34,2878,14.69,18.0,18.43,0
614.322,1.56,14.84,14.36,-32.61,0.62,16.11,0.375,0.00,0.05,44.50,11.08,31,29.38,2.34,2885,14.82,18.0,18.43,0
614.426,2.34,14.84,14.47,-32.34,0.62,16.12,0.375,0.00,0.05,44.50,11.04,31,29.61,2.34,2874,15.10,18.0,18.43,0
614.552,2.34,14.84,14.59,-32.75,0.62,16.09,0.375,0.00,0.05,44.50,11.18,31,29.72,2.36,2912,14.69,18.0,18.43,0
614.634,3.12,14.84,14.59,-32.61,0.62,16.10,0.375,0.00,0.05,44.50,11.20,31,29.95,2.36,2917,14.96,18.0,18.43,0
614.745,3.12,14.84,14.59,-32.75,0.62,16.08,0.375,0.00,0.05,44.50,11.26,31,29.61,2.36,2932,15.10,18.0,18.82,0
614.848,3.91,14.84,14.59,-32.61,0.61,16.10,0.375,0.00,0.05,44.50,11.30,31,29.95,2.34,2943,15.10,18.0,18.43,0
614.946,3.91,14.84,14.59,-32.54,0.61,16.10,0.375,0.00,0.05,44.50,11.33,31,30.40,2.36,2951,14.96,18.0,18.82,0
615.058,3.91,14.84,14.59,-32.47,0.61,16.12,0.375,0.00,0.05,44.50,11.34,31,30.18,2.36,2954,15.03,18.0,18.82,0
615.154,3.12,14.84,14.47,-32.96,0.62,16.10,0.375,0.00,0.05,44.50,11.41,31,30.10,2.36,2972,15.31,18.0,18.82,0
615.265,3.91,14.84,14.59,-32.89,0.61,16.16,0.375,0.00,0.05,44.50,11.36,31,29.99,2.36,2958,15.38,18.0,18.82,0
615.377,4.69,14.84,14.59,-32.54,0.61,16.21,0.375,0.00,0.05,45.00,11.38,31,30.00,2.36,2964,15.51,18.0,18.82,0
615.465,4.69,14.84,14.70,-32.68,0.61,16.21,0.375,0.00,0.05,44.50,12.07,31,30.22,2.36,2978,16.06,18.0,19.22,0
615.574,5.47,14.84,14.70,-32.34,0.61,16.24,0.375,0.00,0.00,44.50,11.53,31,30.33,2.36,3004,16.34,18.0,19.22,0
615.680,5.47,14.84,14.59,-32.20,0.61,16.21,0.375,0.00,0.00,44.50,12.24,31,31.13,2.42,3020,16.13,20.0,18.82,0
615.785,7.81,14.84,14.81,-22.96,0.64,15.24,0.375,0.00,0.00,44.00,13.52,31,36.53,2.50,3018,28.41,23.5,19.22,0
615.882,10.94,14.84,15.04,-14.75,0.72,14.81,0.375,0.00,0.00,42.50,14.90,31,39.36,2.54,3036,32.89,24.3,19.22,0
615.993,10.94,14.84,14.81,-12.41,0.76,15.30,0.375,0.00,0.00,41.50,15.67,31,39.97,2.56,3061,33.78,24.3,19.22,0
616.091,9.38,13.28,14.36,-11.03,0.78,15.16,0.375,0.00,0.00,41.50,15.81,31,40.07,2.58,3087,31.92,24.3,19.61,0
616.193,9.38,14.84,14.47,-13.38,0.79,15.06,0.375,0.00,0.00,41.50,15.76,31,38.18,2.50,3078,31.58,20.4,19.61,0
616.303,2.34,14.84,13.55,-22.34,0.73,15.81,0.375,0.00,0.00,43.50,13.91,31,34.58,2.44,3106,10.41,19.2,19.61,0
616.401,2.34,14.84,14.01,-24.89,0.68,15.19,0.375,0.00,0.00,44.00,13.24,31,33.59,2.44,3102,12.27,19.2,19.61,0
616.509,3.12,14.84,14.36,-25.58,0.66,15.16,0.375,0.00,0.00,44.00,13.30,31,34.21,2.44,3117,14.69,19.2,19.61,0
616.619,3.12,14.84,14.59,-25.99,0.65,15.13,0.375,0.00,0.00,44.00,13.44,31,33.59,2.44,3150,15.24,19.2,19.61,0
616.718,4.69,14.84,14.70,-27.03,0.65,15.14,0.375,0.00,0.00,44.50,13.39,31,32.85,2.42,3139,15.65,18.4,19.61,0
616.818,3.91,14.84,14.59,-29.79,0.62,15.16,0.375,0.00,0.00,44.50,12.87,31,31.47,2.40,3174,12.07,17.6,19.61,0
616.922,3.91,14.84,14.47,-32.34,0.60,15.17,0.375,0.00,0.00,45.00,12.12,31,30.11,2.36,3155,11.17,16.9,20.00,0
617.028,3.12,14.84,14.47,-35.99,0.57,15.19,0.375,0.00,0.00,45.50,12.27,31,28.77,2.34,3196,10.20,16.5,20.00,0
617.132,3.12,14.84,14.59,-37.37,0.55,15.21,0.375,0.00,0.00,45.50,11.51,31,27.81,2.30,3174,10.07,15.7,20.00,0
617.233,2.34,14.84,14.47,-48.19,0.52,15.22,0.375,0.00,0.00,45.50,8.87,31,20.78,2.00,3198,9.10,9.0,14.12,0
617.340,0.00,14.84,13.55,-62.60,0.37,18.62,0.375,0.00,0.00,42.00,2.01,31,13.23,1.84,3138,-9.51,7.8,12.94,0
617.444,0.00,14.84,13.67,-67.43,0.27,17.20,0.375,0.00,0.00,39.50,2.01,31,12.29,1.82,3145,0.07,7.8,12.55,0
617.545,0.00,14.84,14.70,-69.15,0.24,15.67,0.375,0.00,0.00,38.00,2.02,31,11.99,1.82,3157,3.52,8.2,0.00,0
617.652,0.00,14.84,15.16,-69.71,0.23,15.24,0.375,0.00,0.00,34.50,2.04,31,12.30,1.84,3183,4.96,8.6,0.00,0
617.759,0.00,14.84,16.08,-69.57,0.23,14.90,0.375,0.00,0.00,31.00,1.99,31,12.46,1.84,3114,6.07,8.6,0.00,0
617.861,0.00,14.84,16.42,-69.77,0.24,14.76,0.375,0.00,0.00,28.00,1.98,31,12.52,1.84,3093,7.52,8.6,0.00,0
617.962,0.00,14.84,16.88,-70.05,0.24,14.70,0.375,0.00,0.00,24.50,1.94,31,12.30,1.82,3033,8.48,7.8,0.00,0
618.069,0.00,14.84,18.60,-70.26,0.24,14.67,0.375,0.00,0.00,23.50,1.89,31,12.09,1.82,2952,8.55,7.8,0.00,0
618.181,0.00,14.84,19.52,-70.33,0.25,14.64,0.375,0.00,0.05,23.50,1.82,31,11.77,1.80,2843,12.82,7.8,0.00,0
618.278,0.00,14.84,20.33,-69.71,0.25,14.65,0.375,0.00,0.05,25.50,5.15,31,11.77,1.80,2682,17.24,7.8,10.98,0
618.379,0.00,14.84,20.33,-69.02,0.26,14.65,0.375,0.00,0.05,30.50,5.14,31,13.17,1.94,2410,19.93,12.2,14.51,0
618.481,0.00,14.84,20.33,-56.33,0.33,11.63,0.375,0.00,0.35,24.50,7.13,31,17.90,2.06,2227,22.41,12.5,16.08,0
618.590,0.00,14.84,20.33,-49.30,0.43,12.89,0.375,0.00,0.35,27.50,7.85,31,19.66,2.10,2300,15.44,13.7,16.08,0
618.700,0.00,14.84,18.38,-45.09,0.49,13.21,0.375,0.00,0.35,32.00,7.82,31,19.99,2.12,2291,11.58,13.7,16.08,0
618.795,0.00,14.84,16.19,-44.06,0.52,14.35,0.375,0.00,0.35,43.50,7.72,31,20.16,2.12,2261,7.24,13.7,16.08,0
618.897,-3.91,14.84,14.36,-43.92,0.53,14.37,0.375,0.00,0.35,43.50,7.74,31,20.35,2.12,2268,8.07,13.7,16.08,0
619.002,-10.94,14.84,13.44,-43.57,0.53,14.40,0.375,0.00,0.35,43.50,7.31,31,20.11,2.12,2284,6.96,13.7,16.08,0
619.107,-9.38,14.84,13.78,-43.64,0.53,14.43,0.375,0.00,0.35,44.00,7.30,31,20.32,2.12,2282,6.55,13.7,16.08,0
619.218,-10.94,14.84,14.13,-43.57,0.54,14.45,0.375,0.00,0.35,44.00,7.31,31,20.43,2.12,2285,6.41,13.7,16.08,0
619.319,-10.94,14.84,14.24,-43.71,0.54,14.47,0.375,0.00,0.35,44.00,7.33,31,20.21,2.12,2291,6.21,13.7,16.08,0
619.420,-11.72,14.84,14.36,-43.64,0.54,14.49,0.375,0.00,0.35,44.00,7.30,31,20.51,2.12,2281,6.41,13.7,16.08,0
619.527,-12.50,14.84,14.36,-43.57,0.54,14.51,0.375,0.00,0.35,44.00,7.26,31,20.36,2.10,2268,6.96,12.5,16.08,0
619.625,-13.28,14.84,14.24,-57.23,0.51,15.19,0.375,0.00,0.35,42.50,5.31,31,13.96,1.84,2263,1.38,7.5,9.41,0
619.731,0.00,14.84,13.32,-64.05,0.40,17.41,0.375,0.00,0.35,39.50,1.45,31,10.94,1.76,2264,11.31,7.1,9.02,0
619.841,0.00,14.84,12.98,-67.43,0.33,16.86,0.375,0.00,0.35,37.50,1.44,31,10.66,1.74,2246,20.68,6.7,8.63,0
619.938,0.00,14.84,13.55,-69.43,0.30,15.76,0.375,0.00,0.35,36.50,1.43,31,10.29,1.72,2240,24.48,6.7,8.24,0
620.041,0.00,14.06,13.67,-70.60,0.28,15.61,0.375,0.00,0.35,36.00,1.45,31,9.94,1.70,2269,25.44,6.7,8.63,0
620.145,0.00,13.28,13.90,-71.29,0.27,15.07,0.375,0.00,0.35,35.50,1.46,31,9.81,1.70,2276,26.54,6.7,8.63,0
620.259,0.00,12.50,14.13,-71.43,0.26,14.84,0.375,0.00,0.35,35.50,1.45,31,9.81,1.70,2263,27.44,6.7,8.63,0
620.360,0.00,11.72,13.90,-71.36,0.26,14.74,0.375,0.00,0.35,35.00,1.43,31,9.76,1.70,2241,27.44,6.7,8.63,0
620.460,0.00,10.94,15.04,-71.08,0.26,14.67,0.375,0.00,0.35,34.00,1.45,31,9.94,1.70,2262,27.65,6.7,0.00,0
620.567,0.00,10.16,17.23,-71.08,0.26,14.62,0.375,0.00,0.35,31.50,1.43,31,9.81,1.70,2228,27.30,6.7,0.00,0
620.667,0.00,9.38,19.98,-70.67,0.26,14.62,0.375,0.00,0.35,29.00,1.43,31,9.76,1.70,2234,27.58,6.3,0.00,0
620.771,0.00,8.59,20.33,-70.95,0.26,14.62,0.375,0.00,0.35,26.50,1.42,31,9.50,1.68,2215,27.10,6.3,0.00,0
620.873,0.00,7.81,20.33,-71.08,0.26,14.62,0.375,0.00,0.35,24.50,1.41,31,9.37,1.68,2206,27.10,6.3,0.00,0
620.984,0.00,7.03,20.33,-71.08,0.26,14.62,0.375,0.00,0.35,23.50,1.42,31,9.41,1.68,2222,27.17,6.3,0.00,0
621.081,0.00,7.03,20.33,-70.88,0.26,14.62,0.375,0.00,0.35,23.50,1.42,31,9.50,1.68,2212,27.72,6.3,0.00,0
621.191,0.00,6.25,20.33,-70.53,0.26,14.62,0.375,0.00,0.35,23.50,1.41,31,9.50,1.68,2205,27.23,6.3,0.00,0
621.295,0.00,6.25,20.33,-70.53,0.26,14.62,0.375,0.00,0.35,23.50,1.39,31,9.46,1.68,2179,27.23,6.3,0.00,0
621.398,0.00,5.47,20.33,-70.33,0.26,14.61,0.375,0.00,0.35,23.50,1.39,31,9.46,1.68,2168,27.10,6.3,0.00,0
621.498,0.00,4.69,20.33,-70.46,0.26,14.61,0.375,0.00,0.35,23.50,1.40,31,9.32,1.68,2182,27.44,5.9,0.00,0
621.603,0.00,4.69,20.33,-70.67,0.26,14.62,0.375,0.00,0.35,23.50,1.39,31,9.19,1.66,2175,27.58,5.9,0.00,0
621.711,0.00,3.91,20.33,-70.88,0.26,14.61,0.375,0.00,0.35,23.50,1.38,31,9.10,1.66,2149,27.65,5.9,0.00,0
621.810,0.00,3.91,20.33,-70.74,0.25,14.61,0.375,0.00,0.35,23.50,1.37,31,9.06,1.66,2138,27.65,5.9,0.00,0
621.914,0.00,3.12,20.33,-70.60,0.25,14.61,0.375,0.00,0.35,23.50,1.37,31,9.15,1.66,2141,27.72,5.9,0.00,0
622.019,0.00,3.12,20.33,-70.53,0.26,14.61,0.375,0.00,0.35,23.50,1.37,31,9.15,1.66,2140,27.79,5.9,0.00,0
622.126,0.00,2.34,20.33,-70.53,0.26,14.61,0.375,0.00,0.35,23.50,1.35,31,8.93,1.66,2117,27.99,5.9,0.00,0
622.225,0.00,2.34,20.33,-70.60,0.25,14.61,0.375,0.00,0.35,23.50,1.36,31,8.84,1.64,2121,27.65,5.9,0.00,0
622.338,0.00,1.56,20.33,-70.60,0.25,14.61,0.375,0.00,0.35,23.50,1.35,31,8.89,1.66,2112,28.41,5.9,0.00,0
622.439,0.00,1.56,20.33,-70.74,0.25,14.61,0.375,0.00,0.35,23.50,1.34,31,8.89,1.66,2087,28.20,5.9,0.00,0
622.539,0.00,1.56,20.33,-70.60,0.25,14.61,0.375,0.00,0.35,23.50,1.34,31,8.80,1.64,2098,28.27,5.9,0.00,0
622.643,0.00,0.78,20.33,-70.88,0.25,14.61,0.375,0.00,0.35,23.50,1.33,31,8.71,1.64,2074,28.27,5.9,0.00,0
622.746,0.00,0.78,20.33,-70.74,0.25,14.60,0.375,0.00,0.35,23.50,1.32,31,8.59,1.64,2055,28.34,5.9,0.00,0
622.850,0.00,0.78,20.33,-70.67,0.25,14.60,0.375,0.00,0.35,23.50,1.32,31,8.59,1.64,2066,28.54,5.9,0.00,0
622.956,0.00,0.78,20.33,-70.95,0.25,14.60,0.375,0.00,0.35,23.50,1.31,31,8.59,1.64,2046,28.96,5.5,0.00,0
623.061,0.00,0.00,20.33,-70.88,0.25,14.60,0.375,0.00,0.35,23.50,1.31,32,8.55,1.64,2049,28.68,5.5,0.00,0
623.169,0.00,0.00,20.33,-70.67,0.25,14.60,0.375,0.00,0.35,28.00,3.46,32,8.51,1.66,2028,28.89,7.1,7.06,0
623.267,0.00,0.78,20.33,-66.74,0.26,14.60,0.375,0.00,0.35,33.00,4.42,32,11.18,1.86,2074,29.51,10.2,12.55,0
623.378,0.00,0.78,20.33,-58.61,0.32,12.10,0.375,0.00,0.35,37.00,5.20,32,14.98,1.98,2031,29.03,12.2,15.69,0
623.488,0.00,1.56,20.33,-49.78,0.41,12.16,0.375,0.00,0.35,28.00,6.09,32,17.59,2.08,2038,22.13,14.1,16.08,0
623.583,0.00,2.34,20.33,-39.78,0.49,12.54,0.375,0.00,0.35,40.50,7.27,32,20.92,2.16,2005,16.62,16.1,16.08,0
623.680,0.00,3.12,19.52,-32.96,0.57,13.18,0.375,0.00,0.35,40.00,7.32,32,21.94,2.18,2018,12.82,16.5,16.08,0
623.790,0.00,3.91,16.88,-29.37,0.63,13.63,0.375,0.00,0.35,40.50,7.73,32,22.73,2.20,2013,6.14,16.9,16.08,0
623.899,0.00,4.69,16.31,-27.44,0.66,14.23,0.375,0.00,0.35,40.00,7.77,32,22.74,2.20,2023,5.17,17.3,16.08,0
623.998,0.00,4.69,16.31,-26.48,0.67,14.25,0.375,0.00,0.35,40.50,7.68,32,22.92,2.20,2000,2.76,16.9,15.69,0
624.104,3.91,5.47,16.08,-26.27,0.68,14.28,0.375,0.00,0.35,40.00,8.19,32,22.76,2.18,2020,1.79,16.5,15.69,0
624.204,8.59,5.47,15.62,-28.34,0.67,14.32,0.375,0.00,0.35,40.50,8.15,32,21.56,2.14,2011,0.55,14.9,15.29,0
624.304,4.69,6.25,14.47,-31.78,0.65,14.39,0.375,0.00,0.35,40.00,7.77,32,20.75,2.12,2024,-0.41,14.1,15.69,0
624.418,3.91,7.03,13.78,-35.23,0.62,14.46,0.375,0.00,0.35,40.50,7.27,32,19.31,2.08,2006,1.45,12.9,16.08,0
624.514,1.56,7.03,13.78,-38.82,0.59,14.52,0.375,0.00,0.35,40.00,6.89,32,18.26,2.04,2018,2.14,12.2,16.08,0
624.620,-2.34,7.03,13.55,-42.47,0.56,15.22,0.375,0.00,0.35,40.00,5.97,32,16.84,2.02,1999,4.62,11.4,14.90,0
624.723,-3.12,7.81,13.67,-44.75,0.52,14.61,0.375,0.00,0.35,39.50,6.44,32,16.60,2.00,2013,6.69,11.8,14.90,0
624.829,-2.34,7.81,14.24,-45.23,0.51,14.62,0.375,0.00,0.35,39.50,6.38,32,16.88,2.02,1992,9.24,11.4,14.90,0
624.931,-2.34,8.59,14.47,-45.44,0.51,15.03,0.375,0.00,0.35,39.50,5.99,32,16.92,2.00,2007,10.14,11.8,14.90,0
625.033,-1.56,8.59,14.59,-45.51,0.51,15.39,0.375,0.00,0.35,39.00,5.93,32,17.00,2.02,1987,10.20,11.8,14.90,0
625.146,0.78,9.38,14.93,-45.44,0.51,15.63,0.375,0.00,0.35,39.50,5.97,32,16.97,2.00,1998,9.86,11.8,14.90,0
625.241,3.12,9.38,15.16,-45.09,0.51,15.80,0.375,0.00,0.35,39.00,5.91,32,17.07,2.00,1978,9.79,11.8,14.90,0
625.346,3.91,9.38,15.04,-45.16,0.51,15.96,0.375,0.00,0.35,39.50,5.98,32,17.01,2.00,2002,10.34,11.8,14.90,0
625.452,4.69,10.16,15.04,-45.30,0.51,16.14,0.375,0.00,0.35,39.50,5.98,32,16.98,2.00,2002,10.27,10.6,14.90,0
625.556,5.47,10.16,14.81,-49.85,0.50,16.28,0.375,0.00,0.35,39.00,5.46,32,14.87,1.88,1970,10.20,9.0,11.37,0
625.660,1.56,10.16,14.24,-54.12,0.46,18.10,0.375,0.00,0.35,38.00,4.66,32,13.05,1.84,1987,12.82,8.6,10.98,0
625.766,1.56,10.94,14.13,-57.16,0.42,17.84,0.375,0.00,0.35,37.50,4.63,32,12.64,1.82,1971,16.89,8.2,10.59,0
625.864,3.12,10.94,14.47,-58.74,0.40,16.90,0.375,0.00,0.35,37.50,4.67,32,12.49,1.82,1990,18.55,8.2,10.59,0
625.970,2.34,10.94,14.59,-58.95,0.39,16.99,0.375,0.00,0.35,37.00,4.60,32,12.51,1.82,1960,20.34,8.6,10.59,0
626.078,1.56,10.94,14.47,-59.36,0.38,17.11,0.375,0.00,0.35,37.00,4.62,32,12.48,1.82,1968,21.17,8.6,10.59,0
626.178,2.34,11.72,14.47,-59.64,0.38,17.24,0.375,0.00,0.35,36.50,4.63,32,12.55,1.82,1972,21.30,8.6,10.59,0
626.280,3.12,11.72,14.70,-59.50,0.38,17.38,0.375,0.00,0.35,37.00,4.58,32,12.73,1.82,1950,21.24,8.6,10.59,0
626.395,4.69,11.72,14.81,-59.29,0.39,17.53,0.375,0.00,0.35,37.00,4.60,32,12.66,1.82,1959,21.17,8.6,10.59,0
626.490,4.69,11.72,14.70,-59.57,0.39,17.73,0.375,0.00,0.35,36.50,4.56,32,12.72,1.82,1945,21.17,8.6,10.59,0
626.593,4.69,11.72,14.70,-59.57,0.39,17.85,0.375,0.00,0.35,37.00,4.54,32,12.69,1.82,1935,21.72,8.6,10.59,0
626.699,5.47,12.50,14.70,-59.23,0.39,18.13,0.375,0.00,0.35,36.50,4.56,32,12.70,1.82,1944,21.79,8.6,10.59,0
626.801,6.25,12.50,14.70,-59.57,0.39,18.22,0.375,0.00,0.35,36.50,4.52,32,12.84,1.82,1926,21.72,8.6,10.59,0
626.906,7.03,12.50,14.81,-59.29,0.39,18.37,0.375,0.00,0.35,37.00,4.56,32,12.86,1.84,1944,21.65,9.0,10.98,0
627.014,8.59,12.50,14.93,-55.02,0.40,18.51,0.375,0.00,0.35,37.00,5.80,32,15.60,2.04,1942,21.99,14.1,14.51,0
627.114,9.38,12.50,14.81,-40.75,0.48,14.19,0.375,0.00,0.35,38.50,7.01,32,21.05,2.14,1933,19.79,15.3,15.69,0
627.223,9.38,12.50,14.81,-33.51,0.59,15.15,0.375,0.00,0.35,39.50,7.50,32,22.09,2.16,1952,13.58,15.7,15.69,0
627.323,10.94,14.84,14.81,-30.13,0.65,15.79,0.375,0.00,0.35,39.00,7.41,32,22.07,2.16,1928,5.79,15.7,15.69,0
627.430,9.38,14.84,14.59,-28.82,0.67,16.51,0.375,0.00,0.35,39.50,7.83,32,21.97,2.16,1931,2.41,15.7,15.29,0
627.530,9.38,14.84,14.36,-28.96,0.67,16.40,0.375,0.00,0.35,39.50,7.90,32,21.87,2.16,1949,2.00,15.7,15.69,0
627.632,9.38,14.84,14.36,-28.82,0.67,16.43,0.375,0.00,0.35,39.50,7.86,32,21.88,2.16,1940,1.65,15.7,15.69,0
627.739,7.81,14.84,14.36,-28.75,0.67,16.41,0.375,0.00,0.35,40.00,7.55,32,21.88,2.16,1966,1.38,15.7,15.69,0
627.846,7.03,14.84,14.24,-29.37,0.67,16.45,0.375,0.00,0.35,39.50,7.52,32,21.71,2.14,1958,1.45,15.3,15.69,0
627.948,6.25,14.84,14.24,-29.85,0.67,16.51,0.375,0.00,0.35,39.50,7.46,32,21.46,2.14,1944,0.76,14.9,15.69,0
628.052,6.25,14.84,14.36,-30.20,0.66,16.55,0.375,0.00,0.35,39.50,7.54,32,21.21,2.12,1963,1.31,14.5,15.69,0
628.152,5.47,14.84,14.36,-32.13,0.65,16.64,0.375,0.00,0.35,39.50,7.52,32,20.67,2.12,1958,0.41,14.5,15.69,0
628.256,4.69,14.84,14.36,-32.54,0.64,16.60,0.375,0.00,0.35,40.00,7.53,32,21.02,2.12,1960,2.55,14.5,15.69,0
628.363,5.47,14.84,14.47,-32.34,0.64,16.55,0.375,0.00,0.35,39.50,7.18,32,20.85,2.12,1980,2.69,14.5,15.69,0
628.469,4.69,14.84,14.47,-32.54,0.64,16.52,0.375,0.00,0.35,40.00,7.14,32,21.02,2.14,1968,2.83,14.5,15.69,0
628.575,4.69,14.84,14.47,-32.54,0.64,16.47,0.375,0.00,0.35,40.00,7.57,32,20.85,2.12,1970,2.69,14.5,15.69,0
628.675,6.25,14.84,14.70,-31.92,0.64,16.48,0.375,0.00,0.35,39.50,7.53,32,20.93,2.14,1960,2.96,14.5,15.69,0
628.780,5.47,14.84,14.59,-32.75,0.64,16.42,0.375,0.00,0.35,40.00,7.60,32,20.34,2.10,1980,2.34,13.3,16.08,0
628.888,3.91,14.84,14.36,-35.78,0.62,16.53,0.375,0.00,0.35,40.00,7.23,32,19.54,2.08,1992,0.90,13.3,15.69,0
628.985,2.34,14.84,14.13,-37.30,0.60,16.49,0.375,0.00,0.35,40.00,6.72,32,18.91,2.02,1968,3.10,10.6,15.69,0
629.088,0.78,14.84,14.13,-45.57,0.57,18.23,0.375,0.00,0.35,39.00,5.51,32,15.10,1.90,1985,2.96,9.4,11.76,0
629.198,-1.56,14.84,13.90,-50.75,0.49,18.70,0.375,0.00,0.35,39.00,5.05,32,13.97,1.88,1972,8.14,9.4,11.76,0
629.302,0.78,14.84,14.36,-53.43,0.45,16.81,0.375,0.00,0.35,38.50,5.09,32,13.77,1.88,1987,13.86,9.4,11.76,0
629.408,0.00,14.84,14.47,-54.61,0.43,16.79,0.375,0.00,0.35,38.00,5.04,32,13.74,1.88,1969,16.41,9.4,11.76,0
629.503,-2.34,14.84,14.36,-55.02,0.42,16.85,0.375,0.00,0.35,38.00,4.67,32,13.81,1.88,1989,17.58,9.4,11.76,0
629.608,-1.56,14.84,14.36,-55.64,0.42,16.99,0.375,0.00,0.35,38.00,4.65,32,13.83,1.88,1982,17.86,9.4,11.76,0
629.718,0.00,14.84,14.59,-55.64,0.42,17.07,0.375,0.00,0.35,38.00,5.03,32,13.85,1.88,1967,18.20,9.4,11.76,0
629.817,0.78,14.84,14.81,-55.43,0.42,17.21,0.375,0.00,0.35,38.00,5.08,32,13.77,1.88,1984,18.06,9.4,11.76,0
629.931,0.78,14.84,14.70,-55.71,0.42,17.36,0.375,0.00,0.35,38.00,4.63,32,13.79,1.88,1974,18.27,9.4,11.76,0
630.030,2.34,14.84,14.81,-55.71,0.42,17.46,0.375,0.00,0.35,38.00,5.09,32,13.98,1.88,1987,18.20,9.4,11.76,0
630.138,3.91,14.84,14.93,-55.71,0.42,17.65,0.375,0.00,0.35,37.50,5.02,32,13.95,1.88,1960,18.27,9.4,11.76,0
630.238,3.91,14.84,14.81,-55.71,0.42,17.76,0.375,0.00,0.35,38.50,5.09,32,13.91,1.88,1989,18.41,9.4,11.76,0
630.340,4.69,14.84,14.70,-55.99,0.42,17.87,0.375,0.00,0.35,38.00,5.05,32,13.88,1.88,1973,18.00,9.4,11.76,0
630.448,5.47,14.84,14.81,-56.05,0.42,18.06,0.375,0.00,0.35,38.00,4.61,32,13.90,1.88,1966,18.27,9.4,11.76,0
630.549,5.47,14.84,14.70,-55.78,0.42,18.22,0.375,0.00,0.35,37.50,5.07,32,13.93,1.88,1981,18.13,9.4,11.76,0
630.652,6.25,14.84,14.70,-56.12,0.42,18.36,0.375,0.00,0.35,38.00,4.60,32,13.89,1.88,1962,18.68,9.4,11.37,0
630.751,7.81,14.84,14.81,-56.12,0.42,18.52,0.375,0.00,0.35,38.00,4.65,32,13.95,1.88,1981,18.62,9.4,11.76,0
630.860,8.59,14.84,14.81,-55.99,0.42,18.58,0.375,0.00,0.35,37.50,5.01,32,13.95,1.88,1958,18.75,9.4,11.76,0
630.962,8.59,14.84,14.70,-56.05,0.43,18.66,0.375,0.00,0.35,38.00,5.00,32,14.01,1.88,1954,18.68,9.4,11.76,0
631.069,8.59,14.84,14.70,-56.12,0.43,18.71,0.375,0.00,0.35,37.50,5.04,32,14.06,1.88,1970,18.82,9.4,11.76,0
631.174,9.38,14.84,14.59,-56.12,0.43,18.66,0.375,0.00,0.35,38.00,5.00,32,13.95,1.88,1953,18.75,9.4,11.76,0
631.274,9.38,14.84,14.59,-56.05,0.43,18.66,0.375,0.00,0.35,38.00,5.04,32,14.06,1.88,1968,18.75,9.4,11.37,0
631.382,8.59,14.84,14.47,-56.26,0.43,18.65,0.375,0.00,0.35,37.50,5.00,32,13.95,1.88,1954,18.82,9.4,11.37,0
631.488,9.38,14.84,14.47,-56.33,0.43,18.62,0.375,0.00,0.35,38.00,5.01,32,13.84,1.88,1957,18.82,9.4,11.76,0
631.583,9.38,14.84,14.59,-55.78,0.42,18.49,0.375,0.00,0.35,37.50,5.03,32,13.94,1.88,1964,18.82,9.4,11.76,0
631.688,8.59,14.84,14.47,-56.05,0.43,18.44,0.375,0.00,0.35,38.00,5.00,32,14.00,1.88,1955,18.48,9.4,11.76,0
631.798,9.38,14.84,14.47,-56.19,0.43,18.33,0.375,0.00,0.35,38.00,5.02,32,13.89,1.88,1963,18.62,9.4,11.76,0
631.899,8.59,14.84,14.36,-55.85,0.43,18.25,0.375,0.00,0.35,37.50,4.97,32,14.00,1.88,1942,18.62,9.4,11.37,0
632.016,7.03,14.84,14.24,-55.99,0.43,18.13,0.375,0.00,0.35,38.00,5.00,32,13.89,1.88,1953,19.03,9.4,11.37,0
